         17334 function calls (16969 primitive calls) in 25.060 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/selections.py:222(array_shape)
        1    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        3    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/dft/numint.py:1032(__init__)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:430(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:689(spec_from_file_location)
       19    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/tokenize.py:388(open)
      131    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
     13/6    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:174(getwidth)
       10    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/data/elements.py:1152(_symbol)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       11    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/basis/parse_cp2k.py:58(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/posixpath.py:71(join)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/contextlib.py:82(__init__)
       46    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/getlimits.py:679(min)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:601(transpose)
       46    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/getlimits.py:692(max)
       19    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/geometry/cell.py:17(unit_vector)
       50    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/cell.py:23(__init__)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:953(classify_ecp_pseudo)
      4/2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_compile.py:461(_get_literal_prefix)
      260    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/einsumfunc.py:1001(_einsum_dispatcher)
       75    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/linalg/linalg.py:180(_assert_stacked_2d)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/dft/kpoints.py:502(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/cell.py:181(uncomplete)
        6    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/shape_base.py:23(atleast_1d)
       20    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:96(closegroup)
      117    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:365(__init__)
       57    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:154(_path_isfile)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/data/elements.py:1142(charge)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:121(_path_join)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/random.py:94(__init__)
       18    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/linalg/linalg.py:161(_to_native_byte_order)
     12/2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/formula.py:444(count_tree)
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/random.py:285(choice)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:620(__init__)
       49    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/linalg/linalg.py:186(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/lib/logger.py:134(info)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:145(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     36/8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/formula.py:331(__iter__)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/random.py:123(seed)
       16    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/basis/parse_cp2k.py:73(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:420(__init__)
       10    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:989(<genexpr>)
       15    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/lib/numpy_helper.py:961(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'prod' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:954(classify)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:435(__exit__)
       29    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:249(match)
       16    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:550(swapaxes)
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/selections.py:227(__init__)
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:1324(_bct_orci_lengths)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x102ef49d0}
      295    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/base.py:307(id)
       26    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/abc.py:96(__instancecheck__)
       66    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/basis/parse_nwchem.py:402(<genexpr>)
      335    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(sum)
       12    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/build/tools.py:455(gt)
      153    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/enum.py:938(__and__)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/dft/rks.py:166(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
       98    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/numeric.py:1691(indices)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/cell.py:61(new)
       45    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:164(__getitem__)
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/pseudo/__init__.py:86(_format_pseudo_name)
       46    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:233(__next)
      104    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/cell.py:222(__array__)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:753(_extendLine_pretty)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/mole.py:2242(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/scf/khf.py:490(kpts)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:1612(make_ecp_env)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
       16    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/dataset.py:508(_selector)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:406(_cell)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/lib/logger.py:114(flush)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       29    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/base.py:212(_d)
       55    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/multiarray.py:740(dot)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:623(_cell)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/logging/__init__.py:1424(debug)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:132(geterr)
       60    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/base.py:340(__init__)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/selections2.py:95(select_read)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_compile.py:423(_simple)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/lib/misc.py:275(flatten)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:38(_wrapit)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/geometry/bravais_type_engine.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/build/tools.py:458(eq)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1070(path_stats)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/logging/__init__.py:1689(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/lib/misc.py:663(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/posixpath.py:372(abspath)
      162    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       24    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/build/tools.py:452(lt)
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:1377(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/numeric.py:150(ones)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:1018(__call__)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_compile.py:492(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/compat.py:11(filename_encode)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/tokenize.py:295(detect_encoding)
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_compile.py:249(_compile_charset)
       10    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:984(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/_methods.py:51(_prod)
       68    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
       28    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/data/elements.py:1133(_rm_digit)
      105    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/basis/parse_cp2k.py:89(<listcomp>)
        6    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/enum.py:313(__call__)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/dft/gen_grid.py:68(__init__)
        6    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:432(_uniq)
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/re.py:198(search)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/_bootlocale.py:33(getpreferredencoding)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.dragon4_positional}
       52    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/_methods.py:67(_count_reduce_items)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:119(make_pseudo_env)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/dft/kpoints.py:102(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:423(_cell)
       89    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:224(__init__)
       12    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/mole.py:2305(nbas)
       32    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/selections.py:112(__init__)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:64(_make_options_dict)
        8    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/random.py:250(_randbelow_with_getrandbits)
       12    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       31    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(copyto)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:863(__enter__)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       71    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/cell.py:1145(rcut)
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/codecs.py:309(__init__)
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/basis/__init__.py:110(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/scf/hf.py:540(kpt)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/posixpath.py:334(normpath)
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/data/elements.py:1178(_std_symbol_without_ghost)
      3/1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/abc.py:100(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:403(__init__)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/mole.py:487(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/atoms.py:450(new_array)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:374(_cell)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2188(sum)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/atoms.py:442(set_pbc)
      3/1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/tempfile.py:457(__init__)
       11    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/posixpath.py:41(_get_sep)
       12    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/eval_gto.py:195(_get_intor_and_comp)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/atoms.py:565(set_tags)
       31    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:1991(shape)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/pseudo/parse_cp2k.py:84(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/gto/basis/parse_cp2k.py:51(<listcomp>)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       25    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/multiarray.py:668(result_type)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/tempfile.py:105(_sanitize_params)
       98    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       23    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/cell.py:52(ascell)
       18    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:160(__len__)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
       32    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
       14    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:1277(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/basis/__init__.py:613(_format_basis_name)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/pbc/scf/khf.py:497(kpts)
        9    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/arrayprint.py:739(_extendLine)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:867(__exit__)
       12    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/numeric.py:1398(<listcomp>)
       33    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/multiarray.py:152(concatenate)
       47    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/linalg/linalg.py:2338(_norm_dispatcher)
       12    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/sre_parse.py:81(groups)
        8    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2829(amin)
       61    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/h5py/_hl/base.py:165(_lapl)
        1    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/ase/lattice/__init__.py:383(_cell)
       26    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:553(_classify_pyc)
        5    0.000    0.000    0.000    0.000 /Users/patrykkozlowski/anaconda3/envs/pyscf_env/lib/python3.8/site-packages/pyscf/gto/mole.py:2302(natm)
